Hospital:0|67,70,5|0,1,2,3,4
Hospital:1|13,41,9|5,6,7,8,9,10,11,12,13
Hospital:2|49,20,6|14,15,16,17,18,19
Hospital:3|87,51,11|20,21,22,23,24,25,26,27,28,29,30
Hospital:4|34,81,10|31,32,33,34,35,36,37,38,39,40

Ambulance:0|67,70|268,68,69,80;61,69,68,110;217,68,62,87;224,64,58,104|67,70
Ambulance:1|67,70|7,60,68,72;80,60,66,102;88,60,65,96;251,56,63,95|67,70
Ambulance:2|67,70|81,58,72,140;106,56,72,113;288,52,71,163;229,50,73,157|67,70
Ambulance:3|67,70|158,77,68,130;122,78,65,129;216,82,65,107;108,85,65,167|67,70
Ambulance:4|67,70|148,81,69,82;44,86,69,103;129,86,64,74;54,93,66,78|67,70
Ambulance:5|13,41|161,13,45,157;26,10,46,108;119,12,49,80;262,15,49,132|13,41
Ambulance:6|13,41|56,18,40,151;286,22,39,139;115,31,39,110;126,34,40,87|13,41
Ambulance:7|13,41|107,12,35,141;237,16,35,115;0,15,33,91;24,17,30,140|13,41
Ambulance:8|13,41|278,12,35,138;143,15,33,118;291,19,31,103;36,12,23,159|13,41
Ambulance:9|13,41|147,4,43,139;64,2,45,113;27,6,48,144;202,8,49,159|13,41
Ambulance:10|13,41|261,6,37,156;32,4,34,161;156,3,27,134;246,2,27,121|13,41
Ambulance:11|13,41|248,14,53,115;234,16,55,146;94,20,59,161;159,17,63,157|13,41
Ambulance:12|13,41|181,26,45,110;178,31,44,157;218,32,52,103;280,30,57,104|13,41
Ambulance:13|13,41|90,12,61,161;17,11,63,98;209,16,65,107;131,16,77,135|13,41
Ambulance:14|49,20|82,49,25,98;95,52,23,169;294,53,23,132;34,60,23,143|49,20
Ambulance:15|49,20|225,44,18,110;19,44,15,79;75,42,13,158;221,43,12,80|49,20
Ambulance:16|49,20|37,48,12,129;249,48,5,86;236,51,4,149;73,44,4,99|49,20
Ambulance:17|49,20|39,42,22,132;241,40,28,100;230,46,31,97;176,52,32,124|49,20
Ambulance:18|49,20|206,59,22,70;150,58,27,94;233,64,26,135;130,68,28,88|49,20
Ambulance:19|49,20|49,53,33,72;103,54,38,113;138,56,36,115;267,55,41,154|49,20
Ambulance:20|87,51|204,86,51,133;31,86,50,150;10,81,48,155;16,80,47,165|87,51
Ambulance:21|87,51|22,80,52,159;101,82,55,134;151,80,58,104;287,78,57,85|87,51
Ambulance:22|87,51|66,92,54,103;198,97,58,134;205,98,65,115;72,97,71,154|87,51
Ambulance:23|87,51|210,97,46,141;97,96,37,99;128,96,33,82;99,90,32,112|87,51
