Hospital:1|66,57,3|1, 2, 3
Hospital:2|72,19,5|4, 5, 6, 7, 8
Hospital:3|19,28,6|9, 10, 11, 12, 13, 14
Hospital:4|81,91,3|15, 16, 17
Hospital:5|19,83,5|18, 19, 20, 21, 22

Ambulance:1|66,57|19,64,75,47|66,57
Ambulance:9|19,28|2,17,23,29|19,28
Ambulance:9|19,28|42,29,42,67|19,28
Ambulance:19|19,83|16,5,92,50;15,18,83,95|19,83
Ambulance:8|72,19|12,75,1,72;17,71,3,53|72,19
Ambulance:17|81,91|49,98,88,51|81,91
Ambulance:17|81,91|10,58,95,108|81,91
Ambulance:4|72,19|47,58,41,85;20,62,50,112|66,57
Ambulance:15|81,91|35,95,99,99;32,99,83,76|81,91
Ambulance:7|72,19|44,82,55,74|66,57
Ambulance:14|19,28|39,38,41,69|19,28
Ambulance:13|19,28|3,17,20,102;4,15,7,78;18,18,1,71|19,28
Ambulance:16|81,91|29,69,100,59|81,91
Ambulance:21|19,83|13,1,89,53|19,83
Ambulance:20|19,83|34,24,65,56|19,83
Ambulance:22|19,83|7,25,100,58;23,22,86,80|19,83
Ambulance:18|19,83|9,39,77,58|19,83
Ambulance:5|72,19|40,74,11,96;31,86,9,116;5,84,26,95|72,19
Ambulance:2|66,57|21,87,50,101;37,100,62,106|66,57
Ambulance:3|66,57|8,68,57,52|66,57
Ambulance:3|66,57|14,66,47,58;6,64,30,74|72,19
Ambulance:11|19,28|43,30,50,73|19,28
Ambulance:12|19,28|36,3,69,102|19,83
Ambulance:6|72,19|24,58,15,87;11,56,26,80|72,19
Ambulance:10|19,28|38,2,26,87|19,28
