Hospital:1|83,84,5|1,2,3,4,5
Hospital:2|86,26,9|6,7,8,9,10,11,12,13,14
Hospital:3|60,49,6|15,16,17,18,19,20
Hospital:4|30,24,11|21,22,23,24,25,26,27,28,29,30,31
Hospital:5|23,78,10|32,33,34,35,36,37,38,39,40,41

Ambulance:1|83,84|139,83,79,130;78,83,75,78;298,80,74,153;160,77,76,124|83,84
Ambulance:2|83,84|70,84,90,149;92,86,94,142;6,91,94,147;113,92,90,144|83,84
Ambulance:3|83,84|284,75,80,135;285,70,82,155;63,61,85,89;242,61,91,97|83,84
Ambulance:4|83,84|3,93,87,153;5,95,82,115;172,99,77,163;118,99,73,91|83,84
Ambulance:5|83,84|148,81,69,82;44,86,69,103;108,85,65,167;129,86,64,74|83,84
Ambulance:6|86,26|47,85,23,139;154,84,21,111;83,85,18,102;62,83,14,117|86,26
Ambulance:7|86,26|57,88,24,100;1,92,25,93;29,93,24,141;79,92,28,103|86,26
Ambulance:8|86,26|40,84,31,114;238,88,33,95;99,90,32,112;128,96,33,82|86,26
Ambulance:9|86,26|281,78,29,96;84,76,30,82;59,74,29,87;130,68,28,88|86,26
Ambulance:10|86,26|137,96,22,98;50,98,23,106;167,98,18,97;211,94,16,115|86,26
Ambulance:11|86,26|4,80,16,131;282,80,15,153;252,82,13,162;109,78,9,154|86,26
Ambulance:12|86,26|142,99,29,116;272,96,33,155;97,96,37,99;117,91,39,156|86,26
Ambulance:13|86,26|168,81,40,127;10,81,48,155;16,80,47,165;22,80,52,159|86,26
Ambulance:14|86,26|208,86,5,97;15,93,5,80;177,97,4,164;277,98,3,109|86,26
Ambulance:15|60,49|293,57,50,152;20,56,47,112;267,55,41,154;103,54,38,113|60,49
Ambulance:16|60,49|183,62,52,156;192,66,53,96;224,64,58,104;217,68,62,87|60,49
Ambulance:17|60,49|197,60,42,103;250,62,41,110;112,63,35,162;259,62,30,77|60,49
Ambulance:18|60,49|189,57,54,144;144,53,55,86;33,54,58,113;164,54,61,89|60,49
Ambulance:19|60,49|116,71,47,120;45,72,44,86;214,71,42,82;38,74,38,88|60,49
Ambulance:20|60,49|88,60,65,96;80,60,66,102;7,60,68,72;81,58,72,140|60,49
Ambulance:21|30,24|274,31,24,167;120,29,20,150;222,25,21,129;254,25,22,133|30,24
Ambulance:22|30,24|96,31,16,154;263,34,16,164;180,39,13,156;75,42,13,158|30,24
Ambulance:23|30,24|188,30,35,138;115,31,39,110;126,34,40,87;178,31,44,157|30,24
Ambulance:24|30,24|39,42,22,132;225,44,18,110;19,44,15,79;221,43,12,80|30,24
Ambulance:25|30,24|241,40,28,100;230,46,31,97;176,52,32,124;49,53,33,72|30,24
Ambulance:26|30,24|104,26,12,146;146,26,11,100;68,25,11,84;140,30,6,99|30,24
Ambulance:27|30,24|269,37,34,169;111,42,38,103;175,45,44,87;231,42,49,84|30,24
Ambulance:28|30,24|291,19,31,103;24,17,30,140;0,15,33,91;237,16,35,115|30,24
Ambulance:29|30,24|36,12,23,159;48,7,16,152;203,5,14,132;77,7,11,141|30,24
Ambulance:30|30,24|82,49,25,98;95,52,23,169;294,53,23,132;34,60,23,143|30,24
Ambulance:31|30,24|89,30,3,127;102,38,7,104;173,41,5,164;73,44,4,99|30,24
Ambulance:32|23,78|121,23,75,157;21,25,73,86;123,27,72,157;53,24,70,100|23,78
Ambulance:33|23,78|30,24,85,139;52,26,83,121;93,27,84,79;265,21,84,115|23,78
Ambulance:34|23,78|131,16,77,135;290,15,78,149;240,14,76,132;86,11,78,168|23,78
Ambulance:35|23,78|42,20,84,114;28,17,82,84;76,15,84,75;12,15,87,103|23,78
Ambulance:36|23,78|100,29,75,83;174,32,74,121;133,32,69,159;87,32,67,157|23,78
Ambulance:37|23,78|273,11,79,162;153,8,80,124;9,9,75,101;65,5,69,144|23,78
Ambulance:38|23,78|243,34,81,137;182,34,86,119;141,31,88,145;193,32,92,115|23,78
Ambulance:39|23,78|2,38,76,81;184,38,80,129;25,38,83,140;258,40,84,99|23,78
Ambulance:40|23,78|190,27,91,107;195,26,97,77;199,24,95,96;71,31,98,92|23,78
Ambulance:41|23,78|219,42,78,86;165,46,78,90;186,49,76,139;229,50,73,157|23,78
Ambulance:1|83,84|245,81,99,109;74,87,99,156;295,90,100,136|83,84
Ambulance:2|83,84|187,74,93,89;228,74,96,110;185,70,94,127|83,84
Ambulance:3|83,84|171,87,99,115;296,97,98,76;136,99,98,149|83,84
Ambulance:4|83,84|110,91,72,155;72,97,71,154;135,100,72,135|83,84
Ambulance:5|83,84|216,82,65,107;122,78,65,129;158,77,68,130|83,84
Ambulance:6|86,26|125,68,22,136;299,67,22,165;276,69,19,84|86,26
Ambulance:7|86,26|233,64,26,135;150,58,27,94;206,59,22,70|86,26
Ambulance:8|86,26|157,71,34,88;138,56,36,115;132,51,41,114|86,26
Ambulance:9|86,26|31,86,50,150;204,86,51,133;163,87,51,88|86,26
Ambulance:10|86,26|207,76,9,73;260,72,6,124;134,66,5,164|86,26
Ambulance:11|86,26|292,77,45,150;287,78,57,85;151,80,58,104|86,26
Ambulance:12|86,26|210,97,46,141;198,97,58,134;205,98,65,115|86,26
Ambulance:13|86,26|101,82,55,134;66,92,54,103;54,93,66,78|86,26
Ambulance:14|86,26|215,66,10,138;11,59,9,144;98,60,3,100|86,26
Ambulance:15|60,49|251,56,63,95;106,56,72,113;288,52,71,163|60,49
Ambulance:16|60,49|266,51,59,147;194,48,64,95;264,40,63,136|60,49
Ambulance:17|60,49|105,40,49,78;124,41,50,149;58,38,54,95|60,49
Ambulance:18|60,49|166,43,55,161;51,38,57,120;223,40,61,117|60,49
Ambulance:19|60,49|61,69,68,110;268,68,69,80;235,67,70,150|60,49
Ambulance:20|60,49|218,32,52,103;280,30,57,104;213,29,57,109|60,49
Ambulance:21|30,24|283,49,20,136;37,48,12,129;249,48,5,86|30,24
Ambulance:22|30,24|286,22,39,139;56,18,40,151;145,13,41,154|30,24
Ambulance:23|30,24|143,15,33,118;107,12,35,141;261,6,37,156|30,24
Ambulance:24|30,24|181,26,45,110;275,23,52,136;94,20,59,161|30,24
Ambulance:25|30,24|278,12,35,138;32,4,34,161;156,3,27,134|30,24
Ambulance:26|30,24|246,2,27,121;85,1,28,99;64,2,45,113|30,24
Ambulance:27|30,24|114,13,7,83;201,10,2,93;270,2,11,106|30,24
Ambulance:28|30,24|161,13,45,157;26,10,46,108;119,12,49,80|30,24
Ambulance:29|30,24|152,30,63,147;227,34,66,70;155,36,69,120|30,24
Ambulance:30|30,24|262,15,49,132;248,14,53,115;234,16,55,146|30,24
Ambulance:31|30,24|236,51,4,149;289,61,4,99|30,24
Ambulance:32|23,78|67,37,72,126;212,39,71,108;244,40,68,128|23,78
Ambulance:33|23,78|209,16,65,107;159,17,63,157;17,11,63,98|23,78
Ambulance:34|23,78|255,10,85,143;13,2,84,90;60,2,87,122|23,78
Ambulance:35|23,78|191,38,87,162;239,35,92,86;18,34,97,142|23,78
Ambulance:36|23,78|256,15,96,133;279,3,94,169;23,3,93,93|23,78
Ambulance:37|23,78|35,2,84,113;46,2,94,114;226,3,70,111|23,78
Ambulance:38|23,78|297,41,69,124;257,48,82,75;179,48,86,152|23,78
Ambulance:39|23,78|90,12,61,161;253,2,56,108;27,6,48,144|23,78
Ambulance:40|23,78|127,43,94,107;41,46,95,91;14,40,100,112|23,78
Ambulance:41|23,78|196,52,85,161;271,53,87,127;91,58,97,146|23,78
